 0,655917
 0,647333
 0,655492
 0,653255
 0,654350
 0,655154
 0,657041
 0,655255
 0,654367
 0,653657
 0,656299
 0,654898
 0,653011
 0,655730
 0,654818
 0,655093
 0,655723
 0,654801
 0,655423
 0,654476
 0,655936
 0,656265
 0,656142
 0,653923
 0,654224
 0,652693
 0,653431
 0,654246
 0,653475
 0,655706
 0,658160
 0,656349
 0,655742
 0,653330
 0,653535
 0,657203
 0,655100
 0,655694
 0,653811
 0,653166
 0,644228
 0,651719
 0,652768
 0,653445
 0,651483
 0,653795
 0,655773
 0,653596
 0,653222
 0,651970
 0,657252
 0,655258
 0,657364
 0,657300
 0,655408
 0,656877
 0,654071
 0,656124
 0,657347
 0,654929
 0,654727
 0,656574
 0,658120
 0,650149
 0,655646
 0,661031
 0,647185
 0,658988
 0,656595
 0,655440
 0,656807
 0,656815
 0,654300
 0,653689
 0,654285
 0,653479
 0,655542
 0,657225
 0,659328
 0,654857
 0,655703
 0,656880
 0,663571
 0,654001
 0,657600
 0,655335
 0,656714
 0,654526
 0,654975
 0,656950
 0,655451
 0,659002
 0,660266
 0,657083
 0,653986
 0,656462
 0,656032
 0,653744
 0,655638
 0,656393
