 0,287173 
 0,287705 
 0,288727 
 0,290700 
 0,289857 
 0,289881 
 0,288629 
 0,287081 
 0,301991 
 0,287065 
 0,289163 
 0,291041 
 0,285736 
 0,285825 
 0,297373 
 0,285130 
 0,285745 
 0,286781 
 0,286525 
 0,287322 
 0,287401 
 0,289773 
 0,288411 
 0,287111 
 0,288018 
 0,287308 
 0,285324 
 0,287588 
 0,288804 
 0,285656 
 0,286120 
 0,290961 
 0,289845 
 0,289041 
 0,284374 
 0,285631 
 0,288385 
 0,293192 
 0,291280 
 0,281350 
 0,286986 
 0,284490 
 0,300702 
 0,287562 
 0,283415 
 0,288620 
 0,285468 
 0,284910 
 0,286547 
 0,286252 
 0,288364 
 0,291630 
 0,288749 
 0,288302 
 0,285330 
 0,285428 
 0,288874 
 0,289229 
 0,288058 
 0,287286 
 0,285248 
 0,287685 
 0,289693 
 0,288769 
 0,283902 
 0,287378 
 0,288751 
 0,298752 
 0,282343 
 0,288355 
 0,286115 
 0,287744 
 0,289782 
 0,286563 
 0,289810 
 0,286882 
 0,288405 
 0,286729 
 0,295877 
 0,287353 
 0,284481 
 0,289871 
 0,290478 
 0,285698 
 0,283422 
 0,290521 
 0,289498 
 0,288040 
 0,288711 
 0,288115 
 0,284293 
 0,285528 
 0,286011 
 0,287094 
 0,287288 
 0,284314 
 0,284109 
 0,284875 
 0,285519 
 0,288463 
