 0,332549 
 0,335785 
 0,332991 
 0,340173 
 0,336144 
 0,332917 
 0,334380 
 0,343607 
 0,335038 
 0,333181 
 0,334577 
 0,338834 
 0,331649 
 0,337250 
 0,335851 
 0,339390 
 0,338291 
 0,330149 
 0,333332 
 0,333072 
 0,335477 
 0,332786 
 0,335417 
 0,336295 
 0,334536 
 0,335074 
 0,335240 
 0,332655 
 0,336718 
 0,336983 
 0,334638 
 0,334117 
 0,336826 
 0,336820 
 0,338281 
 0,336545 
 0,326405 
 0,339875 
 0,333448 
 0,337806 
 0,339521 
 0,335316 
 0,337747 
 0,335637 
 0,336190 
 0,343859 
 0,329713 
 0,334322 
 0,334283 
 0,331671 
 0,332312 
 0,331206 
 0,336012 
 0,330983 
 0,335694 
 0,334733 
 0,337179 
 0,330769 
 0,329504 
 0,331586 
 0,334713 
 0,335440 
 0,333179 
 0,334468 
 0,332197 
 0,333745 
 0,334709 
 0,333807 
 0,330661 
 0,331068 
 0,332755 
 0,332291 
 0,331216 
 0,336826 
 0,331700 
 0,330033 
 0,330027 
 0,332598 
 0,332088 
 0,339219 
 0,329806 
 0,335001 
 0,333856 
 0,330505 
 0,336739 
 0,336182 
 0,339083 
 0,331504 
 0,332331 
 0,332076 
 0,333591 
 0,332935 
 0,332247 
 0,329810 
 0,330162 
 0,334556 
 0,334025 
 0,330694 
 0,334690 
 0,334101 
