 0,463552
 0,444362
 0,423371
 0,432002
 0,461958
 0,423489
 0,442088
 0,427790
 0,423774
 0,423750
 0,424322
 0,424242
 0,423907
 0,424809
 0,432776
 0,425319
 0,424925
 0,425003
 0,425606
 0,427750
 0,425719
 0,424790
 0,425535
 0,423392
 0,474751
 0,425862
 0,424920
 0,425428
 0,427763
 0,426394
 0,424478
 0,424926
 0,423382
 0,423597
 0,425278
 0,425072
 0,424491
 0,425214
 0,462546
 0,424277
 0,431089
 0,423493
 0,429492
 0,424847
 0,424255
 0,423051
 0,423513
 0,424983
 0,423402
 0,424842
 0,424172
 0,423651
 0,423891
 0,437881
 0,423850
 0,425865
 0,423503
 0,422923
 0,425767
 0,424760
 0,427640
 0,423901
 0,424539
 0,425397
 0,424261
 0,425227
 0,437306
 0,423831
 0,422823
 0,442037
 0,425934
 0,445341
 0,417155
 0,504770
 0,425727
 0,427265
 0,424305
 0,425273
 0,423440
 0,423236
 0,424176
 0,424158
 0,423168
 0,423247
 0,424032
 0,423094
 0,424301
 0,424132
 0,425163
 0,414838
 0,422607
 0,422333
 0,426975
 0,423548
 0,424591
 0,423687
 0,425452
 0,423616
 0,426832
 0,423777
