1,252866
1,319177
1,369513
1,329075
1,332154
1,332354
1,383611
1,373340
1,347756
1,379344
1,336219
1,294600
1,433254
1,349235
1,362370
1,367362
1,341474
1,336633
1,289153
1,382894
1,343094
1,344652
1,342278
1,384230
1,352968
1,203292
1,342339
1,300033
1,326557
1,348641
1,373420
1,342977
1,363703
1,395325
1,247066
1,353836
1,352053
1,361551
1,342391
1,356637
1,318128
1,362744
1,368382
1,390402
1,360817
1,357813
1,369286
1,353062
1,365079
1,333398
1,321459
1,374837
1,361877
1,318190
1,318054
1,350902
1,350346
1,354335
1,351134
1,373609
1,352812
1,370096
1,420561
1,344746
1,381767
1,396658
1,364653
1,363942
1,359887
1,301740
1,368197
1,333617
1,370226
1,362353
1,353212
1,356480
1,321700
1,344466
1,381905
1,384367
1,377942
1,377353
1,364408
1,369340
1,356137
1,373737
1,355022
1,359160
1,357300
1,327046
1,243261
1,366766
1,351520
1,373826
1,369212
1,329249
1,376599
1,393121
1,362754
1,289809
