1,462831
1,449887
1,457974
1,455964
1,448379
1,454303
1,452450
1,453508
1,460215
1,453108
1,447107
1,450939
1,455270
1,455401
1,463621
1,468668
1,454840
1,536408
1,457232
1,466308
1,462239
1,459322
1,452520
1,459746
1,470335
1,471400
1,458294
1,474986
1,454558
1,454932
1,448398
1,471587
1,456057
1,458344
1,456556
1,459854
1,453033
1,449606
1,459429
1,516864
1,457115
1,456715
1,450902
1,452922
1,501715
1,456561
1,457078
1,442751
1,461378
1,452976
1,459475
1,458037
1,464800
1,455786
1,462504
1,458427
1,469741
1,458951
1,462676
1,459021
1,460786
1,456643
1,448689
1,448666
1,452679
1,448254
1,452019
1,464132
1,457030
1,453950
1,465182
1,453977
1,460171
1,458938
1,459171
1,448219
1,449264
1,460714
1,450437
1,456802
1,467314
1,455232
1,465917
1,466329
1,456480
1,460510
1,456877
1,463508
1,455989
1,460491
1,456182
1,457129
1,887529
1,512847
1,520887
1,450802
1,456372
1,443215
1,462934
1,451650
